100001.png: uiqm=0.6226324458647347, uciqe=0.5111440487104831
10091.png: uiqm=1.0413518232109906, uciqe=0.5793574617431517
10103.png: uiqm=0.8992116754137601, uciqe=0.547027462390111
10167.png: uiqm=0.3475284726046636, uciqe=0.5646331436233597
102.png: uiqm=0.24484210664800687, uciqe=0.49441096693905456
10226.png: uiqm=0.5299993761275429, uciqe=0.5762516170449874
10475.png: uiqm=0.2759165183931127, uciqe=0.4983275364097826
10488.png: uiqm=-0.1632788213109556, uciqe=0.4663327236434905
12191.png: uiqm=0.17723917255097899, uciqe=0.4192832831636012
12203.png: uiqm=0.2751057873631726, uciqe=0.5217738466076058
12228.png: uiqm=-0.2738595942059907, uciqe=0.3383815003153051
12565.png: uiqm=0.055758746843706075, uciqe=0.4022065216780927
12577.png: uiqm=0.18138570761472128, uciqe=0.4357289650128996
12625.png: uiqm=-0.029142396897290035, uciqe=0.41135787398228885
12709.png: uiqm=0.33295289993715704, uciqe=0.5160966387240621
12753.png: uiqm=-0.3358344094127701, uciqe=0.47168292828030545
12960.png: uiqm=0.2765486401927657, uciqe=0.46949934523346404
12972.png: uiqm=0.6619719858710095, uciqe=0.5996876485938017
13252.png: uiqm=0.27384365124971766, uciqe=0.5356895411221728
13259.png: uiqm=0.6050982930385347, uciqe=0.47990731143802445
15603.png: uiqm=0.2842718935946418, uciqe=0.3942407296945982
15735.png: uiqm=-0.005173349455415255, uciqe=0.40717322389849553
15738.png: uiqm=0.2507609179437914, uciqe=0.4690288329337985
15740.png: uiqm=0.32471923810149034, uciqe=0.4610014780722381
15774.png: uiqm=0.29934385093049054, uciqe=0.48301166811934837
15775.png: uiqm=-0.40391059329525536, uciqe=0.3568730422859971
2.png: uiqm=1.0720965195770875, uciqe=0.5254209882140178
2575.png: uiqm=0.734384371561765, uciqe=0.5562748434989805
2583.png: uiqm=0.4611163424194572, uciqe=0.5828011620675767
2856.png: uiqm=0.6749312137437253, uciqe=0.5343034109626088
3027.png: uiqm=1.1292649487690514, uciqe=0.5804587692354468
3051.png: uiqm=0.4800956204133797, uciqe=0.5471190011594891
3087.png: uiqm=1.3444720374217267, uciqe=0.574841693777421
3175.png: uiqm=-0.2755380586938182, uciqe=0.4748950545640584
3201.png: uiqm=0.9590797375775678, uciqe=0.5546529894469389
3279.png: uiqm=0.458293745478741, uciqe=0.4557681691387941
34.png: uiqm=0.4628829607492093, uciqe=0.6165050472073755
3494.png: uiqm=-0.052433585066715804, uciqe=0.5311505444099509
3519.png: uiqm=0.3048520313874311, uciqe=0.5635642911885415
358_img_.png: uiqm=0.556163817819571, uciqe=0.5927703621194226
432.png: uiqm=0.09829481854504918, uciqe=0.47458433884352924
5.png: uiqm=0.3229929084964017, uciqe=0.5433234680281561
52.png: uiqm=0.6578909283969825, uciqe=0.6293460360470284
579.png: uiqm=0.23176829463297233, uciqe=0.5528247223592035
605.png: uiqm=0.6931173651120408, uciqe=0.582361453269637
616.png: uiqm=0.7574082375410395, uciqe=0.5473864785924126
627.png: uiqm=0.7994886384340196, uciqe=0.5595844206859657
6333.png: uiqm=0.2979607208356877, uciqe=0.4672305614644289
6340.png: uiqm=0.37091621155254917, uciqe=0.4999201638163969
643_img_.png: uiqm=0.6449296227535773, uciqe=0.6140709460849856
6527.png: uiqm=-0.18932533846207078, uciqe=0.3688370239811622
7277.png: uiqm=0.8139771771687896, uciqe=0.5105415516996219
7291.png: uiqm=0.929523641640413, uciqe=0.4954866961248962
770.png: uiqm=0.8507157937547076, uciqe=0.5775595336220114
866.png: uiqm=0.6617051701459632, uciqe=0.5155042318252889
880.png: uiqm=0.5007396439106919, uciqe=0.5651602819235679
9553.png: uiqm=0.9545617612727224, uciqe=0.6074733434818976
9602.png: uiqm=0.6870038850099504, uciqe=0.5280414749233285
9607.png: uiqm=0.6119827939144064, uciqe=0.49274397765755373
9618.png: uiqm=0.4382645789059554, uciqe=0.6298843797182785

Average: uiqm=0.43654770992728903, uciqe=0.5143750125133415

