12433.png: uiqm=0.5294881075553923, uciqe=0.49891078100846614
149.png: uiqm=-0.10215142466326732, uciqe=0.5620332174372862
161.png: uiqm=0.4406050185093352, uciqe=0.6004794660658017
264574_00031858.png: uiqm=1.2885261291397967, uciqe=0.5132398424645314
264734_00038535.png: uiqm=0.5275320449072483, uciqe=0.5739573949717052
265119_00013763.png: uiqm=0.24726091437729159, uciqe=0.5943659436992539
265130_00031309.png: uiqm=0.4490911813861178, uciqe=0.517006438333269
265344_00029330.png: uiqm=0.6121995324540384, uciqe=0.5764253535936191
306_img_.png: uiqm=0.14797839464876372, uciqe=0.5528946313548934
332_img_.png: uiqm=0.26989271573762197, uciqe=0.6252494546464159
3330.png: uiqm=0.13516074037791848, uciqe=0.5311071746520578
36.png: uiqm=0.40972204779981614, uciqe=0.625903761759222
387_img_.png: uiqm=0.37406895955712793, uciqe=0.4672561209928339
757_img_.png: uiqm=0.6578378731277398, uciqe=0.5932371851770188
819_img_.png: uiqm=0.18532681973811238, uciqe=0.576722489465457
96.png: uiqm=0.6892303517455539, uciqe=0.5235335887224227
GI_1.png: uiqm=0.6401222257046821, uciqe=0.4063773650200664
GI_16.png: uiqm=0.2376171627637842, uciqe=0.5820418698731675
GI_2.png: uiqm=0.8085832983060344, uciqe=0.4247256222915461
GI_22.png: uiqm=-0.012578150279340505, uciqe=0.5391704086453765
GI_29.png: uiqm=-0.06560969731019917, uciqe=0.4011699726111806
GI_33.png: uiqm=0.5759572906011833, uciqe=0.5309985135569084
GI_35.png: uiqm=0.5108292278249955, uciqe=0.699141792689108
GI_43.png: uiqm=0.6085567988474089, uciqe=0.6864392482660118
GI_7.png: uiqm=0.7684135439232127, uciqe=0.39359775228890903
GI_78.png: uiqm=0.3092619870515374, uciqe=0.5197287346576529
GI_8.png: uiqm=0.7621991552304217, uciqe=0.38745084234527905
GI_95.png: uiqm=-0.3378845117545338, uciqe=0.4774721560088506
gmn_5017up.png: uiqm=0.40346086690295324, uciqe=0.5239294094932485
gmn_5029up.png: uiqm=0.4397281040295842, uciqe=0.5453477878458276
gmn_5148up.png: uiqm=0.12482323455952049, uciqe=0.5480199208073813
gmn_5183up.png: uiqm=0.38639579663660817, uciqe=0.5235163429390971
gmn_5185up.png: uiqm=0.6475091560848787, uciqe=0.5757126918193841
gmn_5228up.png: uiqm=0.39768303404387106, uciqe=0.4884435299250909
gmn_7856up.png: uiqm=0.9977046899606191, uciqe=0.5973103789503694
gmn_7919up.png: uiqm=0.461619656316405, uciqe=0.46416775745759786
im_f1582_.png: uiqm=1.161014624588185, uciqe=0.5496262309974798
im_f2253_.png: uiqm=0.8954032051668013, uciqe=0.5893940843218346
n01496331_1010.png: uiqm=0.8061985175759072, uciqe=0.5569275769603843
n01496331_2044.png: uiqm=0.739710987941884, uciqe=0.5719771075857015
n01914609_1112.png: uiqm=-0.012263849404612448, uciqe=0.6391672024587729
n01914609_11380.png: uiqm=0.9553873674750774, uciqe=0.5974662173518169
n01914609_13222.png: uiqm=0.37146057780756736, uciqe=0.5193046458423247
n01914609_13909.png: uiqm=0.9530195585800048, uciqe=0.4704952933327088
n01914609_1437.png: uiqm=0.09058851613462837, uciqe=0.5471659565353068
n01914609_1980.png: uiqm=0.8266038821677255, uciqe=0.5674350077326473
n01914609_2054.png: uiqm=0.27546657900128024, uciqe=0.5694685142701175
n01914609_7919.png: uiqm=0.11142716858783364, uciqe=0.5650998048868848
n02607072_2382.png: uiqm=0.2298154719284159, uciqe=0.5985031280052189
n02607072_5845.png: uiqm=0.19457385432085128, uciqe=0.5833401674779436
n02607072_931.png: uiqm=0.1280264898919391, uciqe=0.55657213545163
NF_1.png: uiqm=-0.17001616379701112, uciqe=0.5262771838631893
NF_10.png: uiqm=0.38067432440208093, uciqe=0.5468407803073669
NF_100.png: uiqm=0.2603867844521851, uciqe=0.619164025848608
NF_110.png: uiqm=0.020231968856552207, uciqe=0.6104640636017536
NF_116.png: uiqm=0.013162027821249866, uciqe=0.6046002717475188
NF_123.png: uiqm=0.08525498055567121, uciqe=0.6592738441656172
NF_124.png: uiqm=0.04841915868533542, uciqe=0.5918732846387339
NF_13.png: uiqm=-0.10166709914822955, uciqe=0.6988079975916857
NF_14.png: uiqm=-0.1330017290762372, uciqe=0.7016327919646403
NF_141.png: uiqm=0.4648444658814559, uciqe=0.6075117306489525
NF_147.png: uiqm=0.2732075875592904, uciqe=0.6194748231863694
NF_148.png: uiqm=0.1527301333922867, uciqe=0.6042702452337325
NF_166.png: uiqm=0.3857297339686224, uciqe=0.6412179342582459
NF_171.png: uiqm=0.3661988698473343, uciqe=0.6183609521882469
NF_172.png: uiqm=0.03046082739814071, uciqe=0.6463968963126082
NF_174.png: uiqm=-0.00873273550431286, uciqe=0.5709870233097124
NF_177.png: uiqm=-0.04791390757523417, uciqe=0.5837891575559943
NF_194.png: uiqm=0.09212151811552782, uciqe=0.6333583717280673
NF_195.png: uiqm=0.13885005122888883, uciqe=0.6209486219478255
NF_2.png: uiqm=-0.060690682630846426, uciqe=0.6070542204097877
NF_201.png: uiqm=0.040174330112941414, uciqe=0.6396809072556232
NF_209.png: uiqm=0.4403370400624127, uciqe=0.6043212471476884
NF_213.png: uiqm=0.3479878231825143, uciqe=0.6182861402412514
NF_215.png: uiqm=0.05576408719101811, uciqe=0.6105142858969472
NF_218.png: uiqm=-0.13930016833625036, uciqe=0.4729193412072127
NF_231.png: uiqm=0.7168129872083144, uciqe=0.6074092705581224
NF_241.png: uiqm=0.8790299672815003, uciqe=0.624370924877292
NF_242.png: uiqm=0.012878847221174716, uciqe=0.585290343668357
NF_252.png: uiqm=0.16734497943393922, uciqe=0.6087033673625043
NF_26.png: uiqm=0.19342791957656547, uciqe=0.6171296179960053
NF_280.png: uiqm=-0.3138700566399186, uciqe=0.5297548413041624
NF_285.png: uiqm=0.5085636474653439, uciqe=0.5131097662829625
NF_287.png: uiqm=-0.26027789367679977, uciqe=0.6217401279201152
NF_313.png: uiqm=0.28052999142881796, uciqe=0.5815807001264921
