1.png: uiqm=0.31577235467179443, uciqe=0.4332997699634544
10.png: uiqm=0.5539990091891267, uciqe=0.46501515751101674
11.png: uiqm=0.4213447038809526, uciqe=0.449894509976444
12.png: uiqm=0.466978062515375, uciqe=0.5185338589665041
13.png: uiqm=0.8166962930056099, uciqe=0.548455675422711
14.png: uiqm=0.3917073415550131, uciqe=0.5349617513706519
15.png: uiqm=0.6852246039690693, uciqe=0.539644758316896
16.png: uiqm=0.6976846160163354, uciqe=0.506037205615253
17.png: uiqm=0.5881402829156618, uciqe=0.571057596159183
18.png: uiqm=0.8267576428151677, uciqe=0.6469579930742028
19.png: uiqm=1.0627672709303835, uciqe=0.5671954532861928
2.png: uiqm=0.3247973136663658, uciqe=0.449712090851265
20.png: uiqm=0.5166155825192191, uciqe=0.5485492095463742
21.png: uiqm=0.8206883120904173, uciqe=0.6414152215128481
22.png: uiqm=0.9345075429485298, uciqe=0.5860695400836012
23.png: uiqm=0.7310583482405751, uciqe=0.5149436708280345
24.png: uiqm=0.8334918948140212, uciqe=0.618171014734035
25.png: uiqm=0.6371981749246585, uciqe=0.6314971973489744
26.png: uiqm=0.46430029502414594, uciqe=0.48946328422060786
27.png: uiqm=0.8577854779428012, uciqe=0.6549277926163897
28.png: uiqm=0.5882348001861362, uciqe=0.5279252014075853
29.png: uiqm=1.1337393186950893, uciqe=0.4916667353423072
3.png: uiqm=0.2962616072991502, uciqe=0.4283907488057084
30.png: uiqm=-0.05933056739053566, uciqe=0.44566700334240367
31.png: uiqm=0.7441132764310001, uciqe=0.5208813139173414
32.png: uiqm=0.6206567059335322, uciqe=0.5279377329062068
33.png: uiqm=0.9530855824345084, uciqe=0.4724515835496184
34.png: uiqm=0.854303162845033, uciqe=0.4512035428506509
35.png: uiqm=0.5778788424738799, uciqe=0.4736478022796512
36.png: uiqm=0.5671795077241779, uciqe=0.4847881012895501
37.png: uiqm=0.6938077136796321, uciqe=0.5178947025554776
38.png: uiqm=0.73131506617741, uciqe=0.5855058934717765
39.png: uiqm=0.7268687885328255, uciqe=0.4943258411223038
4.png: uiqm=0.11292400419309745, uciqe=0.41379623398777804
40.png: uiqm=0.44544744270224057, uciqe=0.429042140062212
41.png: uiqm=0.22160477903016695, uciqe=0.45025873917290943
42.png: uiqm=0.7014348645810953, uciqe=0.49950966820441967
43.png: uiqm=0.7919016640988759, uciqe=0.5120633113008068
44.png: uiqm=0.7043618276816732, uciqe=0.5143085120750244
45.png: uiqm=0.7085853555633219, uciqe=0.5033360396416708
5.png: uiqm=0.33988857857778787, uciqe=0.482116311475164
6.png: uiqm=0.5166609666162165, uciqe=0.45453705099686337
7.png: uiqm=0.6367490695638344, uciqe=0.5469481291903207
8.png: uiqm=0.3230907278856807, uciqe=0.3952572832690211
9.png: uiqm=0.6424980910812934, uciqe=0.5452586799171543

Average: uiqm=0.6115728066718298, uciqe=0.5129893567453014

