100001.png: uiqm=0.6887708235309963, uciqe=0.4951462323631181
10091.png: uiqm=1.0546563644063454, uciqe=0.5309351667223726
10103.png: uiqm=0.8622056950307652, uciqe=0.5625277743062478
10167.png: uiqm=0.7310747389708988, uciqe=0.5650924023287318
102.png: uiqm=0.9501504770011948, uciqe=0.5672549557954621
10226.png: uiqm=0.5184058310745965, uciqe=0.5560208515117706
10475.png: uiqm=0.612230588060352, uciqe=0.5442421041108383
10488.png: uiqm=0.7192730413449965, uciqe=0.5132911702265115
12191.png: uiqm=0.9124392450082959, uciqe=0.5178960433326781
12203.png: uiqm=0.8706535997034746, uciqe=0.4977515044540387
12228.png: uiqm=0.6250489156198514, uciqe=0.5400819251259156
12565.png: uiqm=0.8580827697318046, uciqe=0.5350727106668184
12577.png: uiqm=0.9871383367255961, uciqe=0.5092849934778804
12625.png: uiqm=0.489905347274722, uciqe=0.5057842254997701
12709.png: uiqm=0.7510650263567318, uciqe=0.4982721355749899
12753.png: uiqm=0.820966902316987, uciqe=0.5475628381921758
12960.png: uiqm=0.6343694334324208, uciqe=0.5766109004402882
12972.png: uiqm=0.753244472765777, uciqe=0.5999158617033757
13252.png: uiqm=0.741416426982139, uciqe=0.5818600304069145
13259.png: uiqm=1.1628342389976627, uciqe=0.5850540714286879
15603.png: uiqm=0.7632191481806945, uciqe=0.5539368365223819
15735.png: uiqm=0.5074409169451171, uciqe=0.5439441630942483
15738.png: uiqm=0.6997485472841926, uciqe=0.5339427219918145
15740.png: uiqm=0.5504425631905278, uciqe=0.5567332082105955
15774.png: uiqm=0.786824779164859, uciqe=0.5334596657040274
15775.png: uiqm=0.5290434386911358, uciqe=0.48506261781872523
2.png: uiqm=1.119733857362939, uciqe=0.5510401679225648
2575.png: uiqm=0.7443766253188376, uciqe=0.5548624086089186
2583.png: uiqm=0.7294659190030295, uciqe=0.5654633534090249
2856.png: uiqm=0.7923001918194099, uciqe=0.5229904309668797
3027.png: uiqm=0.9889034680005077, uciqe=0.5632612260968901
3051.png: uiqm=0.82119922590806, uciqe=0.5210444995151887
3087.png: uiqm=1.2696212945768792, uciqe=0.5608291832276762
3175.png: uiqm=0.7880857790536733, uciqe=0.5528227792748698
3201.png: uiqm=0.8458622387374568, uciqe=0.5091506050985783
3279.png: uiqm=0.7688934728975075, uciqe=0.5470527161985298
34.png: uiqm=1.0419566887233214, uciqe=0.5875439690366991
3494.png: uiqm=0.625990195888935, uciqe=0.544977320961986
3519.png: uiqm=0.6573125937060332, uciqe=0.569765205490443
358_img_.png: uiqm=0.5092592187738585, uciqe=0.5589976810525539
432.png: uiqm=0.5452390552253289, uciqe=0.5481327348448448
5.png: uiqm=0.5795006775116622, uciqe=0.5707003998568806
52.png: uiqm=1.1081632285984377, uciqe=0.5972169097151349
579.png: uiqm=0.8877846406166351, uciqe=0.5336864164183172
605.png: uiqm=0.74577255492064, uciqe=0.5391195547098528
616.png: uiqm=1.0301595324434074, uciqe=0.541768630984268
627.png: uiqm=0.9687469703812249, uciqe=0.5794536525043487
6333.png: uiqm=0.5441208792122123, uciqe=0.5003759269065599
6340.png: uiqm=0.7085764908838957, uciqe=0.5214584998858817
643_img_.png: uiqm=1.0224782705667388, uciqe=0.5785032628046334
6527.png: uiqm=0.8378131317640305, uciqe=0.5045630407837602
7277.png: uiqm=0.9594869262599341, uciqe=0.609418729407019
7291.png: uiqm=1.022302870677711, uciqe=0.6084234051683393
770.png: uiqm=0.7055118123327266, uciqe=0.5239411140119785
866.png: uiqm=0.861161870574171, uciqe=0.5131963931434533
880.png: uiqm=1.0477402773716387, uciqe=0.5976211716211908
9553.png: uiqm=1.0259671404101114, uciqe=0.5679494118991679
9602.png: uiqm=0.9480146123437665, uciqe=0.533244495879637
9607.png: uiqm=1.0018826221594193, uciqe=0.5291165089418636
9618.png: uiqm=0.7004456388808009, uciqe=0.5307392182542386

Average: uiqm=0.8089080273449514, uciqe=0.5462528022602093

