12433.png: uiqm=0.6591232317124234, uciqe=0.5542849483534905
gmn_7856up.png: uiqm=0.9231160051399036, uciqe=0.6166521231199662
gmn_7919up.png: uiqm=0.7033211526468346, uciqe=0.5529189612501451
im_f1582_.png: uiqm=1.1752700476781328, uciqe=0.5917603901882292
im_f2253_.png: uiqm=0.7562115367704467, uciqe=0.5506300434256901
n01496331_1010.png: uiqm=0.7136714966688286, uciqe=0.541378378420404
n01496331_2044.png: uiqm=1.0255704676536623, uciqe=0.5912166793975119
n01914609_1112.png: uiqm=0.46550814983705935, uciqe=0.5906444917480377
n01914609_11380.png: uiqm=0.820777468053145, uciqe=0.5549645053834348
n01914609_13222.png: uiqm=1.008528248948072, uciqe=0.5634666029717961
n01914609_13909.png: uiqm=1.3425754442722817, uciqe=0.5508149111799204
n01914609_1437.png: uiqm=0.380395466216772, uciqe=0.6096503685340235
n01914609_1980.png: uiqm=0.9591161438605602, uciqe=0.5894437150507097
n01914609_2054.png: uiqm=0.7327940028495357, uciqe=0.5666226008787868
n01914609_7919.png: uiqm=0.681541625696488, uciqe=0.5785657581731477
n02607072_2382.png: uiqm=0.4941745123723117, uciqe=0.5755647225336491
n02607072_5845.png: uiqm=0.5310375799101363, uciqe=0.5653994183826369
n02607072_931.png: uiqm=0.9675962952395435, uciqe=0.5942270379455197
NF_1.png: uiqm=0.34978279032933207, uciqe=0.5822564806105264
NF_10.png: uiqm=0.3281898254601349, uciqe=0.5577188598144789
NF_100.png: uiqm=0.39504289327016423, uciqe=0.5240090783783011
NF_110.png: uiqm=0.38747908371601353, uciqe=0.5511879728689568
NF_116.png: uiqm=0.5730849007558305, uciqe=0.533321064604748
NF_123.png: uiqm=0.05466819659822886, uciqe=0.5077429094089609
NF_124.png: uiqm=0.6172232002631804, uciqe=0.548127881521642
NF_13.png: uiqm=-0.2715252662161067, uciqe=0.3536854959295157
NF_14.png: uiqm=-0.3165048058677981, uciqe=0.2880138539804403
NF_141.png: uiqm=0.6488015638865989, uciqe=0.5408617638832849
NF_147.png: uiqm=0.513029232248523, uciqe=0.49399074013384126
NF_148.png: uiqm=0.5645013842871226, uciqe=0.5519547075348884
NF_166.png: uiqm=0.8416051947698405, uciqe=0.5379058055101602
NF_171.png: uiqm=0.5023823559354534, uciqe=0.5534686091069596
NF_172.png: uiqm=-0.03798375553818009, uciqe=0.4755025266475862
NF_174.png: uiqm=0.46827312439843444, uciqe=0.5539695088763894
NF_177.png: uiqm=0.4235635800534105, uciqe=0.5542095438074475
NF_194.png: uiqm=0.1728971495644058, uciqe=0.6032992804156296
NF_195.png: uiqm=0.3989481609806734, uciqe=0.5517414972100894
NF_2.png: uiqm=0.24214720533762285, uciqe=0.5564141175544691
NF_201.png: uiqm=0.16808150688244033, uciqe=0.497909984440036
NF_209.png: uiqm=0.7090881202707673, uciqe=0.6085694761491434
NF_213.png: uiqm=0.7235493788818341, uciqe=0.5406989651043963
NF_215.png: uiqm=0.1673723328357592, uciqe=0.4555039497858939
NF_218.png: uiqm=0.46783091064053184, uciqe=0.5468783158421946
NF_231.png: uiqm=0.6918294270327254, uciqe=0.5280327673503928
NF_241.png: uiqm=0.6856993981714263, uciqe=0.5386829876512826
NF_242.png: uiqm=0.4049479226697165, uciqe=0.5347619093977721
NF_252.png: uiqm=0.38833131819326, uciqe=0.54608162879783
NF_26.png: uiqm=0.24401987250683604, uciqe=0.4874846876461564
NF_280.png: uiqm=0.12735164336989113, uciqe=0.5088372916859286
NF_285.png: uiqm=0.4834027048386578, uciqe=0.6202375398274877
NF_287.png: uiqm=0.10630792642977566, uciqe=0.4847702650612793
NF_313.png: uiqm=0.4476799159346488, uciqe=0.5570774419486465
NF_32.png: uiqm=0.31294861798031115, uciqe=0.49616509178230234
NF_363.png: uiqm=-0.23969831724534768, uciqe=0.45459036696457045
NF_364.png: uiqm=-0.06740922216914624, uciqe=0.47900901440245897
NF_387.png: uiqm=-0.04633216379411409, uciqe=0.51717543576276
NF_410.png: uiqm=0.20547896379272007, uciqe=0.535777280541814
NF_417.png: uiqm=-0.09639648021268607, uciqe=0.4814926094627673
NF_466.png: uiqm=0.08142800120525262, uciqe=0.504954122837106
NF_470.png: uiqm=0.6088499519239647, uciqe=0.5861716703258653
NF_507.png: uiqm=-0.08635593656701346, uciqe=0.5914451229389965
NF_512.png: uiqm=0.47571422700236604, uciqe=0.5723301574600048
NF_518.png: uiqm=0.5971750998476077, uciqe=0.5955805090196018
NF_52.png: uiqm=0.2202857568346605, uciqe=0.5656299326287155
NF_56.png: uiqm=0.29552072331436186, uciqe=0.5779581877695049
NF_57.png: uiqm=0.13511437884009148, uciqe=0.5790699759335195
NF_60.png: uiqm=0.053101730882103515, uciqe=0.5607826859353546
NF_69.png: uiqm=0.5081548264855722, uciqe=0.6573778914165112
NF_7.png: uiqm=0.28713206250942974, uciqe=0.5228320028931871
NF_70.png: uiqm=0.4411492054412493, uciqe=0.6863634496177052
NF_75.png: uiqm=0.32817048770598467, uciqe=0.5765322234590258
NF_78.png: uiqm=0.8884457465344676, uciqe=0.6007824206505391
NF_8.png: uiqm=-0.014106942307512138, uciqe=0.4924006010792371
NF_81.png: uiqm=0.44137058569937854, uciqe=0.5725147467650834
NF_85.png: uiqm=1.0028204256963362, uciqe=0.6138411704841595
NF_94.png: uiqm=0.8107611835652588, uciqe=0.5309883348935007
NF_95.png: uiqm=1.052967312956243, uciqe=0.5418708596325446

Average: uiqm=0.49742995508749027, uciqe=0.5505372190765768

