12433.png: uiqm=0.6591232317124234, uciqe=0.5542849483534905
149.png: uiqm=0.04828384683892384, uciqe=0.5123818789301471
161.png: uiqm=0.12763321984690257, uciqe=0.5589260463757739
264574_00031858.png: uiqm=1.7079719093537613, uciqe=0.5717315188694105
264734_00038535.png: uiqm=0.832054827353079, uciqe=0.6000273911837711
265119_00013763.png: uiqm=0.23134204945335002, uciqe=0.5784661806930418
265130_00031309.png: uiqm=0.6010618635794852, uciqe=0.5498137770944507
265344_00029330.png: uiqm=0.7725602392332059, uciqe=0.5597999280465198
306_img_.png: uiqm=0.4107675337549489, uciqe=0.566943784453626
332_img_.png: uiqm=0.49226897787148605, uciqe=0.6052464095592279
3330.png: uiqm=0.23125979085737985, uciqe=0.6093388430974985
36.png: uiqm=0.42545052875679884, uciqe=0.5383315776196749
387_img_.png: uiqm=0.6656969497000971, uciqe=0.47862645800899395
757_img_.png: uiqm=0.6284312174580716, uciqe=0.5926496991488701
819_img_.png: uiqm=0.4200340331891683, uciqe=0.575713926690369
96.png: uiqm=0.621599117482937, uciqe=0.5330740357104045
GI_1.png: uiqm=0.6514652414871398, uciqe=0.39539843006253816
GI_16.png: uiqm=0.44434672922695356, uciqe=0.5498037700582277
GI_2.png: uiqm=0.6883124900935476, uciqe=0.38188941154457356
GI_22.png: uiqm=0.4773973726541566, uciqe=0.5343741331863192
GI_29.png: uiqm=0.14528159988149822, uciqe=0.4412041146973765
GI_33.png: uiqm=0.7637795081378701, uciqe=0.6107880434546991
GI_35.png: uiqm=0.4798127556843729, uciqe=0.7034939830120968
GI_43.png: uiqm=0.31181865347444, uciqe=0.5994443978949094
GI_7.png: uiqm=0.973053825218028, uciqe=0.46582661233156597
GI_78.png: uiqm=0.6293655191467924, uciqe=0.5988757767324245
GI_8.png: uiqm=1.1165552216777004, uciqe=0.4837797088266
GI_95.png: uiqm=0.5329541010154512, uciqe=0.5725432502672192
gmn_5017up.png: uiqm=0.847154109904029, uciqe=0.6138309067418544
gmn_5029up.png: uiqm=0.596021776425188, uciqe=0.6309739558612064
gmn_5148up.png: uiqm=0.3396251560470762, uciqe=0.6290286508234306
gmn_5183up.png: uiqm=0.6225019484245645, uciqe=0.5811286875556385
gmn_5185up.png: uiqm=0.7615808408382788, uciqe=0.6357861122943229
gmn_5228up.png: uiqm=0.912134611218418, uciqe=0.5931022675159671
