12433.png: uiqm=0.9675220326289553, uciqe=0.5773704036306857
gmn_5017up.png: uiqm=1.3932747653799755, uciqe=0.6097026375293111
gmn_5029up.png: uiqm=1.1826209970619637, uciqe=0.6032929145566573
gmn_5148up.png: uiqm=0.9041095452242095, uciqe=0.6788843724816832
gmn_5183up.png: uiqm=1.0284023376575857, uciqe=0.5851873564449143
gmn_5185up.png: uiqm=0.8985424857242587, uciqe=0.628358621715398
gmn_5228up.png: uiqm=1.283823706405578, uciqe=0.5840157592702753
gmn_7856up.png: uiqm=1.304945113180176, uciqe=0.6437075860383847
gmn_7919up.png: uiqm=0.9780309218600828, uciqe=0.5662479012385926
im_f1582_.png: uiqm=1.6914318307250737, uciqe=0.6013268383566185
im_f2253_.png: uiqm=0.7954835532959659, uciqe=0.5563414585880011
n01496331_1010.png: uiqm=0.9322686792286402, uciqe=0.573391348619527
n01496331_2044.png: uiqm=1.2308167231129354, uciqe=0.6326084577209428
n01914609_1112.png: uiqm=0.8918667269571507, uciqe=0.5974509214079353
n01914609_11380.png: uiqm=1.0337244116788673, uciqe=0.5476931610986822
n01914609_13222.png: uiqm=1.11254405670693, uciqe=0.5576014729691331
n01914609_13909.png: uiqm=1.963834890135922, uciqe=0.5775569799929111
n01914609_1437.png: uiqm=0.40897083394621603, uciqe=0.6045492362162168
n01914609_1980.png: uiqm=1.1850681326417063, uciqe=0.6046192114423077
n01914609_2054.png: uiqm=0.8146256934983113, uciqe=0.5924730297599192
n01914609_7919.png: uiqm=0.8593583539217208, uciqe=0.5761240504303989
n02607072_2382.png: uiqm=0.475042415162109, uciqe=0.5728136848120362
n02607072_5845.png: uiqm=0.8200229409477386, uciqe=0.5575346495396103
n02607072_931.png: uiqm=0.6537021906759205, uciqe=0.5679260028848296
NF_1.png: uiqm=0.8862188993415673, uciqe=0.6187669962012406
NF_10.png: uiqm=0.3298828781730306, uciqe=0.5416301166170338
NF_100.png: uiqm=0.7777457807294086, uciqe=0.5510950414327855
NF_110.png: uiqm=0.46679883467815847, uciqe=0.5295269558326072
NF_116.png: uiqm=0.8351190798518695, uciqe=0.5329010777584429
NF_123.png: uiqm=0.1520541561070377, uciqe=0.5203316037915807
NF_124.png: uiqm=0.7849845383741492, uciqe=0.5511610831716732
NF_13.png: uiqm=0.00813869582342197, uciqe=0.5084856318843767
NF_14.png: uiqm=0.49055400507374947, uciqe=0.5393122247368431
NF_141.png: uiqm=1.0475592821129496, uciqe=0.5366540162453437
NF_147.png: uiqm=0.8507170674620828, uciqe=0.5348311763690319
NF_148.png: uiqm=0.9113365069990849, uciqe=0.5757082858651342
NF_166.png: uiqm=0.9339483989662221, uciqe=0.5348730780220451
NF_171.png: uiqm=0.7043837129135132, uciqe=0.5660338353682843
NF_172.png: uiqm=0.23073529511754792, uciqe=0.5270889640559422
NF_174.png: uiqm=1.0024079860372748, uciqe=0.5737005905238889
NF_177.png: uiqm=0.7355659287011994, uciqe=0.5672573064510966
NF_194.png: uiqm=0.18596601602502583, uciqe=0.6223727958388705
NF_195.png: uiqm=0.3157472195878857, uciqe=0.5482484301595387
NF_2.png: uiqm=0.25357434011690777, uciqe=0.5855205329933688
NF_201.png: uiqm=0.5604609525478055, uciqe=0.5521717881463521
NF_209.png: uiqm=0.8242760417392861, uciqe=0.6017702109790343
NF_213.png: uiqm=1.0125825425607082, uciqe=0.5976767492326771
NF_215.png: uiqm=0.8217708580962413, uciqe=0.5599192325009091
NF_218.png: uiqm=1.260173842466898, uciqe=0.587478091684556
NF_231.png: uiqm=0.804502575261333, uciqe=0.5305852775777681
NF_241.png: uiqm=0.6482142633321627, uciqe=0.5472721702714247
NF_242.png: uiqm=0.39215135120258665, uciqe=0.5443363999152364
NF_252.png: uiqm=0.6882040783191561, uciqe=0.5628270537771567
NF_26.png: uiqm=0.06470672130623084, uciqe=0.4924267996556956
NF_280.png: uiqm=0.7633779539181191, uciqe=0.6821998233966011
NF_285.png: uiqm=0.8724181893087092, uciqe=0.6190353193791418
NF_287.png: uiqm=0.7271126891941928, uciqe=0.651480695507735
NF_313.png: uiqm=0.31758542237991433, uciqe=0.6391995654393184
NF_32.png: uiqm=0.19507578449967178, uciqe=0.48574027148362253
NF_363.png: uiqm=0.5879452409512718, uciqe=0.5181548061398271
NF_364.png: uiqm=0.8549534604606617, uciqe=0.5166553638632927
NF_387.png: uiqm=0.559037480087589, uciqe=0.5219649034006346
NF_410.png: uiqm=0.6648081576564263, uciqe=0.5449130172339823
NF_417.png: uiqm=0.4827922606795958, uciqe=0.5070023760944523
NF_466.png: uiqm=0.4202116357780866, uciqe=0.5284190958877123
NF_470.png: uiqm=0.8478707553382019, uciqe=0.6204190491769135
NF_507.png: uiqm=0.8517658550491891, uciqe=0.623588087956765
NF_512.png: uiqm=0.6551490843877503, uciqe=0.5817657505567158
NF_518.png: uiqm=0.6989491887204702, uciqe=0.6341820092145641
NF_52.png: uiqm=0.5911004763252838, uciqe=0.5524066639046556
NF_56.png: uiqm=0.3120085547192929, uciqe=0.5437475349960593
NF_57.png: uiqm=0.6670585978937047, uciqe=0.5816925749590013
NF_60.png: uiqm=0.3374856153141708, uciqe=0.5527140685763667
NF_69.png: uiqm=0.6635505996154609, uciqe=0.6726296574527222
NF_7.png: uiqm=0.5911557606560657, uciqe=0.5649778294023372
NF_70.png: uiqm=0.6589185004875795, uciqe=0.6825177497879809
NF_75.png: uiqm=0.8716500635893412, uciqe=0.5758232694738115
NF_78.png: uiqm=1.259344854369797, uciqe=0.59136520329485
NF_8.png: uiqm=0.7772511442212404, uciqe=0.5918989073901808
NF_81.png: uiqm=0.3332249404782407, uciqe=0.5602097302042864
NF_85.png: uiqm=1.4721090822006833, uciqe=0.6160593685333701
NF_94.png: uiqm=1.137507028224535, uciqe=0.5274921408941506
NF_95.png: uiqm=1.3180109032492464, uciqe=0.5313640887442308

Average: uiqm=0.8331650986564262, uciqe=0.5782893275369567

