12433.png: uiqm=0.9675220326289553, uciqe=0.5773704036306857
149.png: uiqm=0.44328031204972274, uciqe=0.5197114639604172
161.png: uiqm=0.6080396674817687, uciqe=0.5598689775409579
264574_00031858.png: uiqm=1.7821540827298112, uciqe=0.598873673381276
264734_00038535.png: uiqm=1.086859197617061, uciqe=0.6103321996725322
265119_00013763.png: uiqm=0.5792555098585571, uciqe=0.6308539236417952
265130_00031309.png: uiqm=0.9007405799353632, uciqe=0.5898088851330852
265344_00029330.png: uiqm=0.8481835872748729, uciqe=0.5976355235276397
306_img_.png: uiqm=0.6223671841559488, uciqe=0.5657971415094634
332_img_.png: uiqm=0.6879096245742954, uciqe=0.5961263305556158
3330.png: uiqm=0.7795691672514656, uciqe=0.7185683709953766
36.png: uiqm=0.8619191653312388, uciqe=0.5447137263813383
387_img_.png: uiqm=1.3630643156718856, uciqe=0.6559938033233408
757_img_.png: uiqm=1.299239989610572, uciqe=0.5956015415442397
819_img_.png: uiqm=0.8357079238904815, uciqe=0.5831641844589517
96.png: uiqm=0.9958002417228575, uciqe=0.5401465633158593
GI_1.png: uiqm=1.8835332657969268, uciqe=0.5666359561465036
GI_16.png: uiqm=0.4489355522111804, uciqe=0.5237937094755584
GI_2.png: uiqm=1.8759074078920124, uciqe=0.594045607503069
GI_22.png: uiqm=0.27210224884517753, uciqe=0.5133692691663714
GI_29.png: uiqm=1.043793154483164, uciqe=0.5533961189879547
GI_33.png: uiqm=1.5067897052393795, uciqe=0.6818871399850752
GI_35.png: uiqm=0.6874467608946342, uciqe=0.6825445425532185
GI_43.png: uiqm=0.7172397051758348, uciqe=0.6275675609335006
GI_7.png: uiqm=1.6149180942059702, uciqe=0.5553496345928389
GI_78.png: uiqm=1.0528023567645681, uciqe=0.5967406876639575
GI_8.png: uiqm=1.7541889395496353, uciqe=0.5698997125467422
GI_95.png: uiqm=0.8164686454555159, uciqe=0.581039284418342
