12433.png: uiqm=0.8821791090824935, uciqe=0.5486634869987881
NF_242.png: uiqm=0.34027056435113745, uciqe=0.5428484448656998
NF_252.png: uiqm=0.5351769154604158, uciqe=0.5582434790409113
NF_26.png: uiqm=-0.24126202339740613, uciqe=0.4733721484826919
NF_280.png: uiqm=0.15725838740982406, uciqe=0.4951800016887741
NF_285.png: uiqm=0.5092215129483779, uciqe=0.5899947163004953
NF_287.png: uiqm=0.12841063919885515, uciqe=0.4829095937896668
NF_313.png: uiqm=0.4617335812554417, uciqe=0.5805444150670395
NF_32.png: uiqm=0.11996209382749995, uciqe=0.49412457860433884
NF_363.png: uiqm=-0.31975214475323316, uciqe=0.4361278983332997
NF_364.png: uiqm=-0.09099386801963733, uciqe=0.4747129937298291
NF_387.png: uiqm=0.46334135100147034, uciqe=0.5442365776767908
NF_410.png: uiqm=0.25003748623656785, uciqe=0.5389731725600351
NF_417.png: uiqm=-0.2474111189754352, uciqe=0.472453185464204
NF_466.png: uiqm=0.11519426582516745, uciqe=0.5197411863826507
NF_470.png: uiqm=0.5536663415937323, uciqe=0.5828344051780986
NF_507.png: uiqm=-0.0007841502476864659, uciqe=0.560981998436757
NF_512.png: uiqm=0.3788449795294058, uciqe=0.534813143093778
NF_518.png: uiqm=0.6760834281621817, uciqe=0.5992291070050307
NF_52.png: uiqm=0.26730389214427186, uciqe=0.5523770787656179
NF_56.png: uiqm=0.20949587432146494, uciqe=0.49048251252245023
NF_57.png: uiqm=0.43686009246431523, uciqe=0.5156712546404151
NF_60.png: uiqm=0.35360095900047794, uciqe=0.547000250598574
NF_69.png: uiqm=0.464377049591932, uciqe=0.6520990938691825
NF_7.png: uiqm=0.22273014622342951, uciqe=0.4802494490505419
NF_70.png: uiqm=0.4577313250925815, uciqe=0.6613905320522694
NF_75.png: uiqm=0.377647451032926, uciqe=0.5639624878721006
NF_78.png: uiqm=0.6984453900880958, uciqe=0.49263297929971506
NF_8.png: uiqm=0.06814530476817349, uciqe=0.4804121838787754
NF_81.png: uiqm=0.32757388061478443, uciqe=0.47775964662059894
NF_85.png: uiqm=0.7871586688839617, uciqe=0.5384550159639585
NF_94.png: uiqm=0.6419005360235719, uciqe=0.5355747086475541
NF_95.png: uiqm=0.8038502491712969, uciqe=0.5198329683903089

Average: uiqm=0.43594598349769115, uciqe=0.5308188451375542

