100001.png: uiqm=0.1013884956317278, uciqe=0.4982390597210664
10091.png: uiqm=0.9238474853431664, uciqe=0.59353544899748
10103.png: uiqm=0.8679866877310166, uciqe=0.5418614935654362
10167.png: uiqm=0.33023951542598873, uciqe=0.5850745743787215
102.png: uiqm=0.4499323609244319, uciqe=0.5571473755962277
10226.png: uiqm=0.15941716261713867, uciqe=0.5734243271206408
10475.png: uiqm=0.39890886240421575, uciqe=0.5360310577380967
10488.png: uiqm=0.49951660767545114, uciqe=0.5094107599784856
12191.png: uiqm=0.7235863592976095, uciqe=0.4650728879914626
12203.png: uiqm=0.8486469413706998, uciqe=0.5503977596058797
12228.png: uiqm=-0.1680253319221125, uciqe=0.33733020063794206
12565.png: uiqm=0.47067468925914324, uciqe=0.4368697586098911
12577.png: uiqm=0.9285476826100492, uciqe=0.5138699802337839
12625.png: uiqm=-0.05672717142415479, uciqe=0.4981998627082959
12709.png: uiqm=0.08932363690872336, uciqe=0.4756389991924489
12753.png: uiqm=-0.12167102505242311, uciqe=0.47145719073843173
12960.png: uiqm=0.33726161653766695, uciqe=0.5170181511480836
12972.png: uiqm=0.6038033563359521, uciqe=0.633594432924429
13252.png: uiqm=-0.14347860313800143, uciqe=0.5667530056136257
13259.png: uiqm=0.6002752346808002, uciqe=0.559041613206694
15603.png: uiqm=0.07721025085509015, uciqe=0.46253763860635055
15735.png: uiqm=0.013474310670645417, uciqe=0.40391838012073594
15738.png: uiqm=0.26809379943713096, uciqe=0.5098270454688899
15740.png: uiqm=0.471965608126822, uciqe=0.4860052557334594
15774.png: uiqm=0.7519293941806825, uciqe=0.5396460916976169
15775.png: uiqm=0.21379116175656449, uciqe=0.4266061439198484
2.png: uiqm=0.9778066739835315, uciqe=0.5415018549724897
2575.png: uiqm=0.820934244754261, uciqe=0.6005526255544644
2583.png: uiqm=0.5222729876439992, uciqe=0.6125298932382633
2856.png: uiqm=0.6969478097873136, uciqe=0.57203546329796
3027.png: uiqm=0.710150333483178, uciqe=0.5984779590545939
3051.png: uiqm=0.7015198362815402, uciqe=0.5806827965505776
3087.png: uiqm=1.2723847908065442, uciqe=0.5984566840920331
3175.png: uiqm=-0.17447593956879692, uciqe=0.4008461510918247
3201.png: uiqm=0.7606776836068463, uciqe=0.4976029737181853
3279.png: uiqm=0.5045200651506326, uciqe=0.4638162400099829
34.png: uiqm=0.7509789390545251, uciqe=0.666309541633533
3494.png: uiqm=0.17264189248284867, uciqe=0.5916557008672042
3519.png: uiqm=0.5161197856796731, uciqe=0.6103043949017306
358_img_.png: uiqm=0.5204932584048311, uciqe=0.6013138385157203
432.png: uiqm=0.14713598953284046, uciqe=0.4599005087930293
5.png: uiqm=0.18731617156748948, uciqe=0.5765592676231258
52.png: uiqm=0.6908770124384962, uciqe=0.6615855949900137
579.png: uiqm=0.5321183634289305, uciqe=0.5814047968011596
605.png: uiqm=0.7049680732763541, uciqe=0.611076829751859
616.png: uiqm=0.9402894724049135, uciqe=0.6358090624067978
627.png: uiqm=0.9039284312881642, uciqe=0.627368944639416
6333.png: uiqm=0.20458867504531453, uciqe=0.5583914972978034
6340.png: uiqm=0.29271440430644236, uciqe=0.5589345494825828
643_img_.png: uiqm=0.976271239373367, uciqe=0.615959964777617
6527.png: uiqm=0.30368872794042256, uciqe=0.5081446112515601
7277.png: uiqm=0.6620618928899115, uciqe=0.48567705078587164
7291.png: uiqm=0.9629987264347611, uciqe=0.525178882591238
770.png: uiqm=0.7428129221412085, uciqe=0.5262612764492804
866.png: uiqm=0.7288432614507634, uciqe=0.4927362825424123
880.png: uiqm=1.014962475274312, uciqe=0.5560550958008854
9553.png: uiqm=0.9690039075360022, uciqe=0.5746942298410775
9602.png: uiqm=0.6868693129276108, uciqe=0.583946474705766
9607.png: uiqm=0.6399937357237628, uciqe=0.5588865789375462
9618.png: uiqm=0.620507560093313, uciqe=0.6002846146831309

Average: uiqm=0.521747363414489, uciqe=0.5413908454484126

