12433.png: uiqm=0.49107960710825294, uciqe=0.5265014970132634
n01914609_1437.png: uiqm=0.20740863472709992, uciqe=0.5653739384328694
n01914609_1980.png: uiqm=0.6383881648189029, uciqe=0.5373411269260588
n01914609_2054.png: uiqm=0.32273139940901063, uciqe=0.5188098587136181
n01914609_7919.png: uiqm=0.4866524479548038, uciqe=0.544745035958399
n02607072_2382.png: uiqm=0.17078797787763145, uciqe=0.5144861791327882
n02607072_5845.png: uiqm=0.13578486432039472, uciqe=0.45901493789755504
n02607072_931.png: uiqm=0.08179947190971704, uciqe=0.5042812725912514
NF_1.png: uiqm=0.016846961503731883, uciqe=0.5302054560446329
NF_10.png: uiqm=-0.012216977995644696, uciqe=0.47562748791388665
NF_100.png: uiqm=0.07357484208742326, uciqe=0.39820860849601314
NF_110.png: uiqm=0.14996430519241377, uciqe=0.5149572261403168
NF_116.png: uiqm=0.11898288602222695, uciqe=0.43969906278730053
NF_123.png: uiqm=0.06347341164770604, uciqe=0.43401791820789143
NF_124.png: uiqm=0.11286089855153636, uciqe=0.42848861171368935
NF_13.png: uiqm=-0.20900892053573103, uciqe=0.4540331243512286
NF_14.png: uiqm=-0.5646217262161773, uciqe=0.3238239667863291
NF_141.png: uiqm=-0.03476072665292296, uciqe=0.45774489765782966
NF_147.png: uiqm=0.3652932975393397, uciqe=0.384518716653802
NF_148.png: uiqm=-0.015539454814988085, uciqe=0.3833025292741183
NF_166.png: uiqm=0.03530680723760471, uciqe=0.4599974272761085
NF_171.png: uiqm=0.3827368095952228, uciqe=0.4776665953061251
NF_172.png: uiqm=-0.1164533313695395, uciqe=0.4290120360328298
NF_174.png: uiqm=-0.1884546339142884, uciqe=0.4078766512179614
NF_177.png: uiqm=-0.036657689216991085, uciqe=0.43663246689622537
NF_194.png: uiqm=-0.1005984443739999, uciqe=0.5558112125410586
NF_195.png: uiqm=0.03015470432425127, uciqe=0.47248371483821006
NF_2.png: uiqm=-0.2030529978605803, uciqe=0.5380713319706847
NF_201.png: uiqm=0.041038682186200104, uciqe=0.3701194682595158
NF_209.png: uiqm=0.7421782908275109, uciqe=0.5792178520244707
NF_213.png: uiqm=0.2502218934282494, uciqe=0.40217394837567444
NF_215.png: uiqm=-0.11292931459831002, uciqe=0.436935830628858
NF_218.png: uiqm=0.1564569268096998, uciqe=0.45440309992557937
NF_231.png: uiqm=0.6660971774863282, uciqe=0.4588941920716503
NF_241.png: uiqm=0.2220105625425367, uciqe=0.48295413198422
NF_242.png: uiqm=0.18426370443172724, uciqe=0.47774300188783236
NF_252.png: uiqm=0.155320414971288, uciqe=0.5210537178486636
NF_26.png: uiqm=0.13295097238513864, uciqe=0.4116598806114812
NF_280.png: uiqm=-0.0009928760741326759, uciqe=0.4677620191662368
NF_285.png: uiqm=0.5154742667393356, uciqe=0.5156760656928465
NF_287.png: uiqm=-0.27901910420081816, uciqe=0.41128970098084666
NF_313.png: uiqm=0.20420455138346094, uciqe=0.5463694622247978
NF_32.png: uiqm=-0.18382424666011643, uciqe=0.416142306216783
NF_363.png: uiqm=-0.2583391162201588, uciqe=0.3652460836757989
NF_364.png: uiqm=-0.5613043741878583, uciqe=0.438450211869612
NF_387.png: uiqm=0.2351659293185464, uciqe=0.4549622704369777
NF_410.png: uiqm=0.13222897929926003, uciqe=0.4761172095910028
NF_417.png: uiqm=-0.10982440958020423, uciqe=0.45823658527207783
NF_466.png: uiqm=0.3762172613337258, uciqe=0.4886275339893376
NF_470.png: uiqm=0.5617926476823567, uciqe=0.5098865669054018
NF_507.png: uiqm=-0.2077729453583621, uciqe=0.5117585155972758
NF_512.png: uiqm=0.4957308793348676, uciqe=0.5119245348767005
NF_518.png: uiqm=0.6221715745198838, uciqe=0.5367764528680722
NF_52.png: uiqm=0.1015776489148369, uciqe=0.4835614910635666
NF_56.png: uiqm=0.0410788588072335, uciqe=0.4679703349440881
NF_57.png: uiqm=-0.014584136972866979, uciqe=0.4947169011937035
NF_60.png: uiqm=-0.10828385693591813, uciqe=0.49117338987623455
NF_69.png: uiqm=0.5965909700774449, uciqe=0.5597983050134402
NF_7.png: uiqm=-0.023257278670713366, uciqe=0.4928152277827179
NF_70.png: uiqm=0.5038665048494271, uciqe=0.5918617950424239
NF_75.png: uiqm=0.37553322248206356, uciqe=0.535509037980485
NF_78.png: uiqm=0.5548107806344624, uciqe=0.47383478452616723
NF_8.png: uiqm=-0.0537554527082551, uciqe=0.44926448543697756
NF_81.png: uiqm=-0.09856995864842422, uciqe=0.4623701620122243
NF_85.png: uiqm=0.8642303714432965, uciqe=0.5020824557853888
NF_94.png: uiqm=0.7137909579064626, uciqe=0.4386667894915208
NF_95.png: uiqm=1.080056124733845, uciqe=0.43071719105606476

Average: uiqm=0.27310207592466984, uciqe=0.4858324990997077

