12433.png: uiqm=0.49107960710825294, uciqe=0.5265014970132634
149.png: uiqm=0.19200724397050095, uciqe=0.5096412807279542
161.png: uiqm=0.4396893766192519, uciqe=0.5413663961750619
264574_00031858.png: uiqm=1.1049171748094468, uciqe=0.5024005846132086
264734_00038535.png: uiqm=0.25508703120241494, uciqe=0.4814183636033454
265119_00013763.png: uiqm=0.1499946215319814, uciqe=0.5243168326925769
265130_00031309.png: uiqm=0.3029385837930396, uciqe=0.47501381769155704
265344_00029330.png: uiqm=0.34302327779508457, uciqe=0.5064464712467124
306_img_.png: uiqm=0.5386434095890027, uciqe=0.5398904899334245
332_img_.png: uiqm=0.2864012999908735, uciqe=0.5303442855689802
3330.png: uiqm=0.16858732143999677, uciqe=0.5487945569058265
36.png: uiqm=-0.24951473975900784, uciqe=0.4409816069575353
387_img_.png: uiqm=0.6208207808712237, uciqe=0.5087134538644275
757_img_.png: uiqm=0.7979300418208932, uciqe=0.5429442386747307
819_img_.png: uiqm=0.5088913284552008, uciqe=0.5238298996887449
96.png: uiqm=0.7828193281251982, uciqe=0.5128389746300974
GI_1.png: uiqm=0.14354042697334735, uciqe=0.42243190283101023
GI_16.png: uiqm=0.30359621079708987, uciqe=0.537248931906424
GI_2.png: uiqm=0.47093104511345163, uciqe=0.4442881725376169
GI_22.png: uiqm=0.2923162034370732, uciqe=0.506006911377086
GI_29.png: uiqm=-0.037851474631031445, uciqe=0.3286994730391139
GI_33.png: uiqm=0.5494991284550281, uciqe=0.5100736610707881
GI_35.png: uiqm=0.4816136004117286, uciqe=0.6463674451585032
GI_43.png: uiqm=0.4190346682939413, uciqe=0.6119644793684599
GI_7.png: uiqm=0.7936412436686311, uciqe=0.40496842794311394
GI_78.png: uiqm=0.36766742627360416, uciqe=0.5332974017621103
GI_8.png: uiqm=0.8116727365887633, uciqe=0.4428774906941232
GI_95.png: uiqm=0.08226578502320725, uciqe=0.47551397390668665
gmn_5017up.png: uiqm=0.6400555689796553, uciqe=0.5107270160087791
gmn_5029up.png: uiqm=0.31456579863241374, uciqe=0.5471756411385451
gmn_5148up.png: uiqm=0.14444878486053603, uciqe=0.5543740996679967
gmn_5183up.png: uiqm=0.2648749197522817, uciqe=0.512853447091324
gmn_5185up.png: uiqm=0.6512343818967203, uciqe=0.5436619177759423
gmn_5228up.png: uiqm=0.6497499407446192, uciqe=0.5191266406900817
gmn_7856up.png: uiqm=0.849624374509759, uciqe=0.5810349277728486
gmn_7919up.png: uiqm=0.42401889946669824, uciqe=0.447033861108207
im_f1582_.png: uiqm=1.0090421613874685, uciqe=0.5176923199349484
im_f2253_.png: uiqm=0.42400713669722323, uciqe=0.4575539240823948
n01496331_1010.png: uiqm=0.6952984518373585, uciqe=0.5119650075529705
n01496331_2044.png: uiqm=0.7323102688751586, uciqe=0.546999449683959
n01914609_1112.png: uiqm=-0.08960217073456689, uciqe=0.4665518927303307
n01914609_11380.png: uiqm=0.4667281249283395, uciqe=0.46735562249663465
n01914609_13222.png: uiqm=0.3102451164570228, uciqe=0.49283531588453555
n01914609_13909.png: uiqm=0.7193978401736159, uciqe=0.46049840982036017
