12433.png: uiqm=1.1078615551026916, uciqe=0.6139435299334342
NF_507.png: uiqm=0.3968158550672924, uciqe=0.558124162674765
NF_512.png: uiqm=0.6476537095513699, uciqe=0.5979827628866594
NF_518.png: uiqm=0.8700926378386715, uciqe=0.6860659923940351
NF_52.png: uiqm=0.6763733982937046, uciqe=0.5358925624066491
NF_56.png: uiqm=0.26967147490651705, uciqe=0.635204620875753
NF_57.png: uiqm=0.5548783426050096, uciqe=0.6490656083731345
NF_60.png: uiqm=0.512760429533782, uciqe=0.6155780919314608
NF_69.png: uiqm=0.754467798809517, uciqe=0.7149052477667376
NF_7.png: uiqm=0.5225407639172924, uciqe=0.5390795432018973
NF_70.png: uiqm=0.7424504338970989, uciqe=0.7147006235466821
NF_75.png: uiqm=0.8284908510647391, uciqe=0.605650766623304
NF_78.png: uiqm=1.31160340132908, uciqe=0.6719530261063724
NF_8.png: uiqm=0.4613498731988847, uciqe=0.4643360511215119
NF_81.png: uiqm=0.4647808111231248, uciqe=0.6282838071892742
NF_85.png: uiqm=1.4645277013249238, uciqe=0.6820423013475653
NF_94.png: uiqm=1.51590091533075, uciqe=0.6813832688566904
NF_95.png: uiqm=1.6378235437057649, uciqe=0.6490242722320074

Average: uiqm=0.8481597431406463, uciqe=0.6262418941794862

