12433.png: uiqm=1.1078615551026916, uciqe=0.6139435299334342
149.png: uiqm=0.5425140995167151, uciqe=0.5434014607912893
161.png: uiqm=0.8713863715550181, uciqe=0.5959407315766015
264574_00031858.png: uiqm=1.9546822321510469, uciqe=0.7543091346378561
264734_00038535.png: uiqm=1.1241895780541908, uciqe=0.7200025326482525
265119_00013763.png: uiqm=0.6517063709169657, uciqe=0.7274902233588971
265130_00031309.png: uiqm=1.031752343813221, uciqe=0.7353410592033476
265344_00029330.png: uiqm=1.0442910190905876, uciqe=0.7562027372310222
306_img_.png: uiqm=0.9494488735194947, uciqe=0.6230756670465888
332_img_.png: uiqm=0.836367850128524, uciqe=0.7000579281632864
3330.png: uiqm=0.4576183997682616, uciqe=0.7394352255781085
36.png: uiqm=0.7627688663005254, uciqe=0.6123171797465158
387_img_.png: uiqm=0.7695404960345199, uciqe=0.6198351245229532
757_img_.png: uiqm=1.6113800356395547, uciqe=0.6561641741999805
819_img_.png: uiqm=1.037716381869946, uciqe=0.6306925961781312
96.png: uiqm=1.257793613326344, uciqe=0.6120419572262494
GI_1.png: uiqm=1.3721815991362964, uciqe=0.5117274742634657
GI_16.png: uiqm=0.838717478983134, uciqe=0.5917301780199253
GI_2.png: uiqm=1.5072198496368379, uciqe=0.5169028301330896
GI_22.png: uiqm=1.0187915342285723, uciqe=0.5775517828966409
GI_29.png: uiqm=0.9287315561524122, uciqe=0.4840366260281415
GI_33.png: uiqm=1.117028252681564, uciqe=0.7204847943589329
GI_35.png: uiqm=0.7214864653484104, uciqe=0.7472317277119032
GI_43.png: uiqm=0.42778273567303665, uciqe=0.6151875344033556
GI_7.png: uiqm=1.6139242045107542, uciqe=0.5487444946974427
GI_78.png: uiqm=1.185610664020538, uciqe=0.6907519371736769
GI_8.png: uiqm=1.6061667059834774, uciqe=0.5497510989713059
GI_95.png: uiqm=0.9581431156151929, uciqe=0.6262962730203182
gmn_5017up.png: uiqm=1.4502345714090552, uciqe=0.6655478152572303
gmn_5029up.png: uiqm=0.9698236271873304, uciqe=0.5451401210806399
gmn_5148up.png: uiqm=0.4413634958594832, uciqe=0.6163538487037646
gmn_5183up.png: uiqm=1.0064443577455466, uciqe=0.6320956365645735
gmn_5185up.png: uiqm=1.190346538944167, uciqe=0.6735852727324669
gmn_5228up.png: uiqm=1.2868144585990045, uciqe=0.6637924608730539
gmn_7856up.png: uiqm=1.4795524859850695, uciqe=0.7316045566118867
gmn_7919up.png: uiqm=0.9262397123457197, uciqe=0.5972139413403391
im_f1582_.png: uiqm=1.7779956678962971, uciqe=0.6571199729945989
im_f2253_.png: uiqm=1.1218589519948157, uciqe=0.6486637355000474
n01496331_1010.png: uiqm=1.1235473838356391, uciqe=0.6382361229278989
n01496331_2044.png: uiqm=1.1592131831193755, uciqe=0.7076305127643272
n01914609_1112.png: uiqm=0.6229647336545293, uciqe=0.653131609370355
n01914609_11380.png: uiqm=1.5546365136050095, uciqe=0.644788545666716
n01914609_13222.png: uiqm=1.306249153675295, uciqe=0.6101944708681052
n01914609_13909.png: uiqm=1.9455715326262917, uciqe=0.6455884985884246
n01914609_1437.png: uiqm=0.7816010337090307, uciqe=0.6758138455111387
n01914609_1980.png: uiqm=1.5323747386396878, uciqe=0.6934387249501309
n01914609_2054.png: uiqm=0.8640295128472935, uciqe=0.6416960426256262
n01914609_7919.png: uiqm=1.0535309913852737, uciqe=0.6305924418730277
n02607072_2382.png: uiqm=0.764995813001152, uciqe=0.6348285320522677
n02607072_5845.png: uiqm=1.0026399083275317, uciqe=0.6136188967807976
n02607072_931.png: uiqm=0.9932188961065096, uciqe=0.6381125221206706
NF_1.png: uiqm=1.0833426758897893, uciqe=0.6655289161170984
NF_10.png: uiqm=0.6787049336824239, uciqe=0.5259605398123626
NF_100.png: uiqm=0.7711412489596645, uciqe=0.6014797129287272
NF_110.png: uiqm=0.5797339109837196, uciqe=0.6741422130900727
NF_116.png: uiqm=0.7574166527842306, uciqe=0.6377691600156481
NF_123.png: uiqm=-0.006790276645693205, uciqe=0.6702451561282832
NF_124.png: uiqm=0.8515605852323527, uciqe=0.6407533624615575
NF_13.png: uiqm=-0.04937805083250747, uciqe=0.4698763474366663
NF_14.png: uiqm=-0.1147541671721928, uciqe=0.5101950486135423
NF_141.png: uiqm=1.0196208683340608, uciqe=0.6616704212588869
NF_147.png: uiqm=0.7862098121152352, uciqe=0.6697133595082789
NF_148.png: uiqm=0.775661180064209, uciqe=0.6675839050920721
NF_166.png: uiqm=0.9170905776637499, uciqe=0.6994241146614117
NF_171.png: uiqm=0.9583099204587174, uciqe=0.6006763241840047
NF_172.png: uiqm=0.03048939590741967, uciqe=0.46377658143565836
NF_174.png: uiqm=0.737291071451591, uciqe=0.5577934653622092
NF_177.png: uiqm=0.6722148216478367, uciqe=0.61569157564208
NF_194.png: uiqm=0.17899786704497955, uciqe=0.6804260638124789
NF_195.png: uiqm=0.2639312824297141, uciqe=0.6920149067562749
NF_2.png: uiqm=0.38778994111303744, uciqe=0.6192909331693969
NF_201.png: uiqm=0.4536848654617605, uciqe=0.5663432673497852
NF_209.png: uiqm=1.0319758397669883, uciqe=0.6533622360702289
NF_213.png: uiqm=1.1350521939587348, uciqe=0.6799217144275453
NF_215.png: uiqm=0.5546877930939119, uciqe=0.5524245728429301
NF_218.png: uiqm=1.0463958961394528, uciqe=0.5803694347134194
NF_231.png: uiqm=1.0203774447011784, uciqe=0.6702075700760979
NF_241.png: uiqm=0.8994763652549744, uciqe=0.7151293382822745
NF_242.png: uiqm=0.6751134107860177, uciqe=0.6021435910923238
NF_252.png: uiqm=0.7716173360020955, uciqe=0.6184932715969105
NF_26.png: uiqm=0.24925718685246007, uciqe=0.5728988607642148
NF_280.png: uiqm=0.19226143189190253, uciqe=0.606208243608159
NF_285.png: uiqm=0.5945299427810331, uciqe=0.6898658064859795
NF_287.png: uiqm=0.2094798567859943, uciqe=0.6943983589119638
NF_313.png: uiqm=0.49953110763252734, uciqe=0.7354994508977517
NF_32.png: uiqm=0.38785949174213463, uciqe=0.5431055207476658
NF_363.png: uiqm=-0.037042884794887154, uciqe=0.4364685868144272
NF_364.png: uiqm=0.273393257025826, uciqe=0.5240594106160946
NF_387.png: uiqm=0.6484943207287173, uciqe=0.5534373557940689
NF_410.png: uiqm=0.4409792303495628, uciqe=0.5918292833290223
NF_417.png: uiqm=0.19312206182697456, uciqe=0.5054486566582944
NF_466.png: uiqm=0.5657709988262616, uciqe=0.5367130488275738
NF_470.png: uiqm=0.9187388947906693, uciqe=0.625559821336726
